Well_ID,Depth_m,Permeability_mD,API_Gravity,Init_Press_psi,CSS_Cycle,Steam_Temp_C,Steam_Quality_pct,Steam_Vol_bbl,Soak_Days,Prod_Temp_C,Oil_Viscosity_cP,VFD_SPM,Stroke_Len_in,PPRL_lbs,MPRL_lbs,Oil_Rate_bpd,Failure_Rod_Float,Failure_Pump_Unset
BGH-101,1267.4,1173.0,16.6,1109.3,1,289.1,84.4,13443.6,6,90.4,2058.5,3.7,74,16248.5,4699.3,883.0,0,0
BGH-126,1235.6,1294.4,16.0,1049.5,2,251.3,84.9,15374.2,13,77.9,3262.0,7.5,74,17579.1,4936.0,1046.3,0,0
BGH-101,1209.3,1283.8,15.1,1076.0,1,280.6,78.3,16581.5,6,158.0,271.2,4.5,74,15361.9,4732.5,1303.0,0,0
BGH-134,1127.5,1384.9,17.0,1080.8,2,302.9,73.6,14522.1,5,83.9,2604.8,5.2,86,15245.5,5061.6,1235.2,0,0
BGH-117,1237.2,1447.7,17.6,1053.5,3,261.5,83.7,11113.9,8,150.5,328.9,5.1,74,15807.7,4947.1,631.2,0,0
BGH-113,1269.3,1598.8,16.3,1075.7,5,254.5,83.8,13942.9,11,164.9,228.4,3.5,54,15608.7,4679.3,467.7,0,0
BGH-119,1228.6,1525.7,16.1,1093.9,5,308.5,82.8,12679.2,6,100.7,1441.7,5.2,54,15438.6,4718.7,1164.2,0,0
BGH-117,1198.2,1535.3,15.9,1087.6,5,293.2,78.2,16123.4,13,167.4,214.9,3.7,74,15200.0,5040.3,906.2,0,0
BGH-109,1231.6,1855.9,16.2,1121.7,1,262.4,71.1,19101.0,5,92.8,1891.2,6.6,86,16245.3,5063.1,1716.0,0,0
BGH-124,1213.6,1672.2,17.1,1075.7,4,306.4,71.3,15575.8,5,175.0,179.3,7.3,64,16221.1,4886.2,2068.6,0,1
BGH-101,1246.3,1654.6,14.7,1177.2,5,296.1,83.4,15882.0,12,52.5,9268.3,6.6,100,15991.1,5091.6,1542.2,1,0
BGH-124,1245.2,1137.4,15.2,1048.4,2,273.4,83.1,16626.0,9,136.2,484.6,4.9,74,15847.3,5114.8,974.9,0,0
BGH-132,1188.9,1349.6,15.5,1073.5,2,276.3,76.5,17696.1,13,109.1,1093.7,3.0,74,15202.0,4755.8,694.0,0,0
BGH-135,1167.0,1180.6,16.0,1119.7,3,260.9,74.9,13836.3,12,94.3,1794.6,3.2,100,15773.4,5179.3,517.6,0,0
BGH-130,1180.0,1346.2,16.8,1130.9,1,308.5,79.7,14894.1,10,128.6,602.1,5.2,64,15605.6,5050.3,1459.5,0,0
BGH-113,1226.8,1659.0,15.8,1039.7,2,285.6,82.1,16896.9,8,138.5,454.5,6.1,74,15990.1,4713.8,1590.6,0,0
BGH-100,1183.0,1421.4,16.0,1094.9,2,289.0,81.0,13116.6,10,40.6,16022.7,6.7,74,15804.2,4739.6,1239.5,1,0
BGH-145,1162.5,1714.5,16.0,1140.0,3,311.8,79.2,11981.9,6,63.4,5807.6,5.7,64,15346.6,5136.8,1306.7,0,0
BGH-115,1200.0,1638.6,15.5,1019.9,3,251.1,73.5,14069.9,9,139.8,438.4,7.4,100,16102.8,5099.6,1148.8,0,1
BGH-145,1255.4,1510.1,15.2,1095.6,4,254.7,73.9,17512.8,7,133.3,526.0,5.2,54,16451.2,4817.8,968.4,0,0
BGH-102,1206.8,1719.2,15.6,1025.7,4,261.3,80.9,15281.0,7,175.2,178.5,5.7,74,15170.5,5346.3,1191.0,0,0
BGH-134,1186.2,1772.9,15.0,1059.4,4,252.1,82.0,14067.5,5,146.5,365.6,4.0,74,15687.8,5205.1,643.6,0,0
BGH-140,1216.0,1590.9,15.0,1104.3,2,296.1,71.7,17031.5,12,173.1,187.5,4.5,86,15186.7,5047.2,1111.3,0,0
BGH-105,1204.2,1546.0,15.8,1089.1,3,294.4,72.8,16107.0,7,138.4,455.7,6.1,64,15452.9,5022.7,1879.8,0,0
BGH-124,1103.3,1626.7,15.1,1043.0,1,264.8,80.2,13446.1,5,81.7,2826.3,5.7,74,15002.5,4983.2,944.3,0,0
BGH-112,1234.8,1218.7,17.0,1161.1,4,260.5,75.8,14620.3,8,54.8,8376.1,4.7,86,16758.1,4563.5,743.7,1,0
BGH-133,1220.4,1476.5,15.6,1083.3,5,260.2,78.4,12951.7,5,149.5,337.6,3.5,54,15363.0,4794.3,531.6,0,0
BGH-107,1200.8,1495.2,16.6,1127.5,2,316.7,79.2,15286.8,5,130.2,574.8,4.5,64,14954.8,4923.9,1316.1,0,0
BGH-120,1253.1,1426.3,14.5,1175.1,1,298.5,81.6,16272.7,5,46.7,12041.0,3.2,54,16077.0,4877.3,956.6,1,0
BGH-133,1260.6,1342.1,14.5,1066.2,2,291.0,82.1,10083.9,6,90.4,2058.5,5.6,86,15280.3,5033.5,960.9,0,0
BGH-103,1239.9,1699.6,15.4,1130.8,4,272.6,74.2,12959.7,5,174.0,183.6,4.5,100,15520.1,4948.0,875.7,0,0
BGH-124,1157.5,1534.0,16.2,1120.8,2,280.3,78.1,18357.2,10,110.1,1059.1,4.7,64,15180.2,5028.7,1331.5,0,0
BGH-114,1159.2,1552.2,15.1,1030.5,4,256.3,71.9,14328.9,11,100.6,1446.5,5.6,100,14842.3,4817.9,919.2,0,0
BGH-103,1255.9,1784.9,15.4,1160.4,2,319.9,82.6,18317.4,5,104.1,1287.3,5.6,86,15490.0,5181.1,1962.6,0,0
BGH-144,1106.1,1460.9,16.3,1105.0,4,302.9,82.7,12449.9,5,69.2,4584.0,5.6,64,15653.7,4958.4,1308.9,1,0
BGH-111,1192.6,1422.2,15.2,1073.4,3,293.5,74.5,13936.4,13,91.6,1972.8,5.2,74,16318.6,4856.4,1091.4,0,0
BGH-131,1222.0,1772.3,14.9,1019.0,3,291.1,72.4,15435.3,13,91.8,1958.9,5.2,86,15943.7,5014.2,995.0,0,0
BGH-131,1112.5,1201.9,16.1,1036.3,3,285.3,71.1,14362.8,5,47.3,11714.2,6.7,86,15658.0,5026.7,1502.0,1,0
BGH-127,1211.7,1510.2,14.5,1094.6,3,268.0,78.6,17530.9,12,147.5,356.0,5.1,54,15379.0,4893.7,1063.1,0,0
BGH-112,1247.7,1352.5,15.2,1033.1,3,265.8,71.4,14763.3,7,98.3,1563.7,5.4,100,15939.7,4572.5,983.8,0,0
BGH-130,1125.7,1558.5,15.6,1131.6,5,288.5,80.2,16424.2,11,155.1,291.9,7.4,64,16650.6,5028.4,1574.3,0,0
BGH-113,1282.9,1614.4,15.9,1081.0,2,254.9,80.2,12816.0,5,159.0,264.4,3.8,64,14916.0,4593.4,601.0,0,0
BGH-119,1149.5,1625.5,16.2,1021.9,3,255.2,79.2,15528.8,11,69.7,4493.1,6.3,74,14771.6,4568.4,1089.4,0,0
BGH-117,1228.7,1705.2,16.3,1066.9,5,289.3,83.1,14372.4,5,132.0,545.8,5.1,64,16260.2,4930.0,1164.1,0,0
BGH-128,1195.8,1449.5,15.3,1046.9,5,314.4,75.7,12997.1,7,106.1,1205.4,6.7,74,15079.3,4796.6,1438.6,0,0
BGH-105,1203.5,1462.0,16.3,1038.8,2,314.0,83.5,15933.1,11,163.2,238.1,4.8,64,14553.1,4946.6,1463.2,0,0
BGH-131,1135.8,1605.3,15.9,989.2,2,250.8,70.6,17724.4,5,70.2,4404.3,4.4,54,15609.7,5171.8,807.0,0,0
BGH-128,1263.0,1677.5,16.1,1105.0,4,257.5,71.7,13809.5,13,134.9,502.6,3.9,86,15297.1,4955.7,466.2,0,0
BGH-142,1216.3,1239.9,15.0,1052.3,4,290.8,76.2,15845.6,9,125.1,667.4,6.9,64,14817.1,4722.4,1670.9,0,0
BGH-101,1281.0,1562.8,16.0,1193.8,3,309.4,78.9,14569.8,6,81.3,2868.8,6.2,86,15575.9,5082.5,1728.3,0,0
BGH-122,1137.1,1421.0,15.4,1149.6,1,316.8,70.5,15214.3,8,59.1,6958.1,3.3,100,15279.8,4677.8,960.6,0,0
BGH-118,1190.9,1517.4,15.5,1181.6,4,310.2,78.5,16679.7,12,131.2,558.5,6.2,86,15793.6,4778.8,1856.6,0,0
BGH-130,1210.5,1428.7,15.6,1135.8,1,297.4,74.6,17883.6,8,143.4,397.4,3.2,100,15727.1,4944.7,1015.9,0,0
BGH-104,1203.0,1355.5,17.2,1070.8,4,264.0,83.3,17483.8,9,84.2,2576.2,3.8,64,15665.6,4776.0,663.5,0,0
BGH-118,1233.3,1296.3,14.8,1116.2,5,255.1,78.0,13500.8,6,130.3,573.2,5.7,54,16280.4,4971.4,755.9,0,0
BGH-133,1190.3,1469.8,16.5,1084.9,5,253.3,78.8,12311.4,9,95.3,1733.4,5.1,54,15118.8,4853.3,594.0,0,0
BGH-109,1306.1,1571.7,16.6,1117.0,5,292.8,84.2,10977.2,11,139.8,438.4,6.8,86,14661.0,4923.3,1063.8,0,0
BGH-124,1202.0,1379.4,16.2,1144.6,1,252.5,81.5,16266.0,13,67.9,4830.2,5.7,54,15484.4,4852.2,879.9,0,0
BGH-101,1055.8,1738.0,15.1,1129.9,3,301.7,76.6,13947.4,12,164.6,230.1,7.3,100,15649.9,5038.9,1436.1,0,0
BGH-110,1204.2,1991.7,16.9,1100.4,4,299.9,77.2,17124.6,10,80.2,2989.7,6.8,54,15634.8,4675.9,1779.6,0,0
BGH-149,1263.1,1582.6,15.2,1103.3,4,255.6,79.7,12930.7,13,91.5,1979.8,4.5,54,15851.8,4541.4,571.6,0,0
BGH-130,1153.8,1491.8,16.0,1111.0,1,313.5,73.0,15892.4,11,48.1,11294.1,6.8,54,16150.6,5048.7,2067.6,0,0
BGH-114,1150.7,1317.5,15.6,1155.3,5,286.5,71.3,11459.5,7,55.6,8089.0,6.9,74,15866.4,4730.5,1229.1,1,0
BGH-108,1158.0,1574.0,15.2,1075.5,3,313.3,74.7,16009.3,5,112.2,990.7,7.4,74,15645.6,4695.5,2266.6,0,0
BGH-122,1146.2,1795.4,15.9,1087.1,4,313.1,81.7,15782.6,9,77.5,3312.2,3.1,86,14912.0,4979.1,808.2,0,0
BGH-118,1176.0,1889.7,17.0,1074.6,3,263.8,73.9,12800.9,13,157.0,278.1,6.9,64,16577.7,4845.8,883.6,0,0
BGH-108,1245.5,1779.2,15.7,1106.9,3,276.6,72.0,15384.5,12,42.1,14920.4,3.3,64,15541.1,5151.2,665.7,1,0
BGH-134,1276.3,1668.7,17.1,1131.8,2,259.4,73.3,19138.7,10,93.1,1871.4,5.4,100,15321.6,4887.9,1198.9,0,0
BGH-120,1078.8,1582.0,15.4,1115.0,3,304.2,80.2,16376.0,12,87.2,2309.0,4.9,100,14789.5,4926.7,1370.9,0,0
BGH-108,1181.1,1290.3,15.6,1097.1,2,285.3,79.2,20910.3,12,42.7,14503.8,7.1,86,16193.6,4730.1,2242.6,1,1
BGH-127,1215.1,1480.1,14.5,1153.6,1,315.0,80.3,15306.4,7,57.4,7483.1,4.8,74,15629.3,5232.3,1405.7,1,0
BGH-145,1210.1,1456.8,15.1,1060.3,5,264.6,74.8,16156.3,10,97.9,1585.2,5.7,54,16502.7,5048.6,858.3,0,0
BGH-106,1295.0,1481.4,15.3,1025.0,2,298.2,83.5,14047.6,11,109.0,1097.2,6.1,74,15092.4,4539.3,1358.7,0,0
BGH-115,1099.5,1356.1,15.2,1116.1,3,319.2,76.8,15492.6,6,96.6,1657.3,3.1,74,14035.1,5237.6,918.9,0,0
BGH-115,1070.5,1651.6,14.7,1098.0,5,296.6,77.7,13047.8,11,114.3,927.3,5.7,86,15671.9,4777.6,1160.9,0,0
BGH-132,1303.1,1445.2,14.9,1091.6,3,254.8,84.2,16811.1,10,123.3,704.1,5.3,74,14864.1,5083.9,1049.9,0,0
BGH-103,1237.7,1429.0,15.3,1034.0,3,291.2,84.7,13388.9,6,41.4,15423.7,5.7,64,15814.9,4989.1,1394.3,1,0
BGH-103,1171.4,1356.8,16.4,1109.9,2,262.6,79.9,18332.4,6,105.0,1249.6,3.3,74,15360.5,5126.5,834.4,0,0
BGH-138,1208.6,1546.5,14.3,1189.8,1,252.1,84.2,12307.7,10,174.9,179.8,3.3,64,16251.1,5087.1,414.9,0,0
BGH-139,1212.2,1799.4,13.8,1033.4,3,273.4,78.1,14390.4,7,112.7,975.1,3.8,100,15423.4,5014.4,783.8,0,0
BGH-116,1170.2,1498.0,14.1,1092.1,2,268.6,74.6,14502.2,10,134.9,502.6,6.9,100,15058.9,4999.1,1430.2,0,0
BGH-136,1207.1,1556.3,14.8,1103.8,3,305.2,74.7,12764.0,13,83.7,2624.1,4.6,86,15657.8,4759.4,1062.4,0,0
BGH-138,1217.7,1887.1,16.0,1077.8,5,276.2,78.4,15469.3,5,148.4,347.6,5.0,54,15580.3,5524.4,1086.3,0,0
BGH-128,1300.8,1740.7,15.2,1108.2,1,301.3,79.1,13933.1,7,148.2,349.4,4.8,74,15273.1,4785.9,1279.6,0,0
BGH-135,1248.2,1617.5,15.2,1077.6,3,251.1,76.6,17808.5,6,113.0,966.0,6.2,54,15993.5,4914.3,1218.2,0,0
BGH-137,1287.0,1609.1,15.2,1107.7,1,251.0,83.3,13375.6,7,176.6,172.8,4.2,64,15670.6,4910.2,644.5,0,0
BGH-138,1132.8,1379.4,14.0,1087.3,1,252.1,76.4,15842.0,6,57.6,7419.1,3.3,54,15104.7,4995.2,599.8,0,0
BGH-149,1182.6,1359.8,16.2,1073.1,5,265.4,74.1,14828.0,7,42.4,14710.4,4.7,74,16589.2,4656.4,727.0,1,0
BGH-136,1212.1,1528.3,16.5,1096.1,5,276.2,70.1,14573.3,8,147.8,353.2,6.3,54,16495.2,4867.5,1261.2,0,0
BGH-134,1103.9,1533.4,15.2,1124.1,4,292.5,84.6,15183.0,11,153.0,308.2,7.1,54,15712.5,4691.0,1560.8,0,0
BGH-106,1259.1,1330.0,15.6,1022.1,1,319.0,82.4,16416.5,6,56.8,7679.2,3.2,54,15155.6,4617.4,1005.1,1,0
BGH-126,1232.1,1640.7,15.6,1134.7,3,274.8,79.2,11225.4,6,77.2,3350.4,6.6,86,15033.2,4778.0,1075.8,0,0
BGH-127,1181.6,1444.5,14.6,1063.7,5,253.9,82.5,15095.3,6,42.5,14641.2,3.3,54,15805.9,5261.0,499.1,1,0
BGH-121,1190.8,1725.5,15.1,1130.9,3,263.6,82.2,13348.4,10,81.1,2890.4,4.5,74,14910.5,4780.9,729.0,0,0
BGH-113,1262.7,1488.9,16.9,1066.5,1,312.8,84.0,13500.4,12,148.2,349.4,3.1,74,15139.5,5038.6,785.7,0,0
BGH-106,1160.2,1471.2,15.5,1135.7,5,299.0,75.8,15487.2,8,112.5,981.3,7.1,54,16001.4,4972.5,1761.2,0,0
BGH-136,1264.7,1312.5,15.7,1097.6,4,305.3,78.3,17200.0,7,88.7,2187.4,6.2,86,17045.6,5049.4,1535.1,0,0
BGH-121,1187.4,1334.4,14.9,1053.5,1,258.7,71.5,18102.3,13,92.0,1945.2,4.7,64,15661.4,4907.3,916.5,0,0
BGH-104,1237.8,1763.6,15.2,1078.1,3,259.4,84.5,13836.4,5,40.2,16332.1,4.7,54,16115.6,5048.5,735.6,1,0
BGH-101,1204.3,1553.8,16.0,1159.7,4,257.9,84.8,9302.6,6,82.0,2794.8,5.9,86,15244.7,4938.5,604.5,0,0
BGH-126,1311.7,1577.9,14.8,1102.6,1,310.0,81.8,15140.4,11,130.5,569.9,3.4,100,14985.9,5262.8,920.3,0,0
BGH-120,1155.6,1820.1,16.8,1077.1,5,264.7,76.8,11363.7,7,176.4,173.6,3.7,74,15230.7,4734.4,459.5,0,0
BGH-137,1171.3,1236.5,14.2,1157.0,1,295.0,77.4,15882.6,13,158.6,267.1,6.8,100,15612.6,5064.8,1659.9,0,0
BGH-114,1124.7,1634.3,15.0,1142.8,2,286.1,76.5,13201.7,5,43.3,14100.3,3.9,74,14618.2,5003.0,878.1,0,0
BGH-120,1145.2,1182.4,14.3,1058.0,3,288.1,74.4,15684.7,13,165.8,223.4,6.3,64,15406.9,4776.1,1514.0,0,0
BGH-109,1235.7,1412.5,16.6,1089.8,5,263.7,77.9,13293.3,10,149.6,336.8,4.0,86,14772.5,4885.5,572.8,0,0
BGH-122,1280.0,1271.0,15.5,1011.9,5,294.5,70.8,12671.4,5,149.3,339.4,3.4,64,15873.0,5292.2,686.0,0,0
BGH-138,1241.3,1671.7,15.3,1143.6,2,253.0,84.9,12720.5,13,104.1,1287.3,7.1,100,15925.8,4761.2,850.2,0,0
BGH-104,1199.7,1122.1,15.8,1100.2,4,319.5,76.4,15794.0,13,95.7,1709.6,7.1,86,15205.7,5077.9,2145.5,0,0
BGH-100,1155.3,1454.0,16.6,1133.5,5,251.9,83.9,12356.3,9,82.4,2753.5,5.7,100,15357.7,4884.6,695.3,0,0
BGH-112,1244.9,1268.2,15.7,1003.4,4,253.5,80.9,16091.9,11,49.2,10744.1,5.1,54,15683.5,5097.3,705.7,1,0
BGH-120,1152.6,1329.0,16.4,1086.0,4,272.7,74.3,18554.5,7,72.0,4100.9,5.5,100,15841.5,4839.9,1255.2,0,0
BGH-125,1132.6,1359.9,15.3,1108.4,4,308.2,73.3,18342.1,12,74.5,3718.3,4.8,64,15013.9,5125.5,1473.1,0,0
BGH-149,1184.6,1763.8,14.7,994.1,1,268.0,84.9,11807.1,7,107.8,1140.5,6.4,64,15810.7,4795.2,1004.4,0,0
BGH-144,1098.3,1433.0,15.7,1132.8,2,283.0,81.6,12305.6,11,144.6,384.7,6.4,54,15982.3,4907.2,1056.2,0,0
BGH-120,1130.9,1845.5,14.9,1083.8,3,251.3,73.7,15962.5,8,106.3,1197.5,6.7,86,15937.6,4568.7,1085.4,0,0
BGH-117,1294.3,1887.3,16.1,1012.3,2,255.5,71.0,12863.5,9,48.1,11294.1,5.4,100,15138.1,4663.4,773.5,1,0
BGH-136,1121.7,1922.7,15.2,1074.3,5,292.6,80.5,16237.6,11,174.1,183.2,6.6,100,15969.3,4873.3,1556.2,0,0
BGH-144,1140.6,1488.2,15.4,1122.8,2,263.6,74.5,11579.4,6,172.0,192.5,3.7,100,15705.8,4894.4,548.3,0,0
BGH-131,1203.6,1542.1,13.7,1054.3,3,298.6,73.3,14856.9,8,149.9,334.1,3.1,86,15801.7,4627.7,831.3,0,0
BGH-135,1206.2,1575.6,15.4,1097.7,1,305.0,81.0,16888.2,11,178.8,164.2,5.9,64,15636.4,4956.7,1838.4,0,0
BGH-116,1188.3,1426.5,15.3,1078.3,5,309.5,80.2,11896.0,7,116.2,874.0,3.5,54,14870.0,4973.4,705.3,0,0
BGH-134,1099.8,1584.9,16.4,1000.3,1,259.4,77.2,14766.2,8,174.8,180.2,5.5,86,15738.0,4678.8,951.0,0,0
BGH-148,1242.4,1313.0,16.2,1131.2,5,281.9,84.1,14739.3,12,50.6,10087.5,6.2,54,15811.4,5052.9,1115.8,1,0
BGH-110,1177.8,1124.9,15.5,1140.4,3,316.3,80.2,16212.9,7,91.2,2000.9,4.8,74,14631.2,4936.8,1488.9,0,0
BGH-120,1261.0,1642.8,14.2,1157.4,1,304.0,83.4,13662.3,13,71.6,4166.2,3.2,54,14328.8,4749.7,703.3,0,0
BGH-125,1167.8,1430.0,15.1,1100.5,3,258.2,72.9,12143.9,9,67.4,4929.0,7.0,74,16310.4,4955.8,885.5,0,1
BGH-103,1249.1,1304.7,16.4,1124.2,3,285.2,74.4,9951.5,6,59.7,6782.9,3.2,54,15169.8,4554.9,525.2,1,0
BGH-133,1264.8,1330.0,15.3,1019.3,2,314.6,71.6,17650.4,12,127.1,629.1,7.1,74,15309.0,4550.4,2192.1,0,0
BGH-147,1176.7,1803.0,14.6,1112.0,5,280.8,74.6,16669.7,12,149.4,338.5,3.2,100,15804.2,4642.6,636.3,0,0
BGH-117,1244.0,1592.8,16.4,1084.1,4,308.6,84.6,14951.2,5,121.0,754.5,6.3,86,16067.4,4952.8,1802.2,0,0
BGH-139,1133.6,1195.5,14.2,1096.2,4,284.7,84.4,14897.7,13,60.6,6529.5,7.2,100,15418.6,4957.3,1367.0,1,0
BGH-134,1213.2,1262.6,15.4,1044.1,1,257.5,81.4,15850.4,6,153.6,303.4,7.1,64,16668.4,4687.6,1658.2,0,0
BGH-140,1261.1,1441.6,15.9,1156.1,3,260.3,77.8,16931.7,8,129.0,595.2,7.0,86,15159.4,4915.2,1530.6,0,0
BGH-128,1225.9,1595.3,15.6,1017.5,2,253.3,81.7,10965.6,10,94.3,1794.6,7.0,100,16367.7,5034.3,665.5,0,0
BGH-128,1320.3,1341.1,14.5,1113.6,5,263.7,78.3,11440.2,13,134.4,509.8,5.3,54,15718.2,4707.2,545.6,0,0
BGH-137,1228.7,1465.4,14.8,1054.1,1,312.6,70.1,11148.3,5,76.4,3454.9,5.5,86,16065.0,4635.8,1173.1,0,0
BGH-141,1181.7,1522.9,14.9,1205.9,3,295.5,77.5,14308.1,13,88.3,2219.1,5.8,54,15713.2,5348.8,1196.4,0,0
BGH-120,1342.0,1527.1,16.1,1134.8,4,301.7,79.0,15363.9,12,168.4,209.8,7.0,100,15360.8,4916.6,1764.0,0,0
BGH-141,1281.7,1021.0,15.6,1098.6,4,293.5,74.0,17025.1,11,80.7,2934.1,6.8,86,16508.1,4628.0,1782.0,0,0
BGH-112,1119.9,1544.3,15.2,1048.6,5,277.1,73.0,9178.3,6,105.8,1217.3,6.5,100,15607.2,4735.0,715.0,0,0
BGH-148,1160.8,1153.4,15.8,1144.5,5,265.2,74.1,12324.5,11,164.6,230.1,6.0,64,15865.2,4341.6,852.6,0,0
BGH-140,1148.1,1442.7,14.9,936.8,5,314.8,79.4,15261.3,6,139.1,447.0,5.8,100,14528.0,4696.8,1693.5,0,0
BGH-116,1232.3,1399.7,16.1,1119.2,1,286.0,72.2,15509.2,13,48.7,10990.2,7.2,64,14920.3,4858.8,1431.6,1,1
BGH-108,1228.6,1284.3,15.9,1125.5,5,283.7,80.8,14600.7,8,60.6,6529.5,3.9,100,14950.9,4968.3,761.3,0,0
BGH-140,1228.2,1668.6,15.3,1122.6,1,319.7,76.3,12749.7,6,41.1,15645.3,3.9,86,15204.8,4593.7,951.3,1,0
BGH-100,1118.5,1275.2,15.4,1141.9,2,276.9,75.3,13600.7,9,128.3,607.4,7.4,54,16542.1,4940.7,1511.2,0,0
BGH-101,1168.1,1395.4,15.2,1071.8,3,309.8,82.1,14726.0,13,102.7,1348.4,5.5,86,15397.8,4832.5,1526.3,0,0
BGH-147,1192.5,1675.7,16.3,1127.5,4,310.4,77.6,11566.5,8,58.8,7047.6,5.2,100,15927.4,4981.5,1076.6,1,0
BGH-128,1108.9,1389.7,15.7,1066.5,1,266.3,75.7,13293.6,9,174.1,183.2,6.8,100,15563.7,5118.3,1101.9,0,0
BGH-132,1156.4,1348.3,15.3,1058.5,3,256.6,83.2,12238.3,12,114.2,930.2,6.8,100,16747.7,4966.4,896.4,0,0
BGH-109,1267.8,1446.4,14.7,1048.4,5,318.3,75.5,16004.0,7,73.9,3806.3,3.8,74,15603.3,4938.6,1163.6,0,0
BGH-149,1122.3,1608.1,16.0,1087.4,4,279.8,82.9,13171.3,10,110.1,1059.1,3.8,64,15409.4,4842.6,662.3,0,0
BGH-139,1272.8,1789.3,15.9,1155.6,1,250.2,77.6,12385.5,5,135.1,499.8,6.6,54,16266.9,4658.3,1024.4,0,0
BGH-120,1254.6,1312.8,15.1,1185.8,5,284.9,73.1,13965.0,7,50.7,10042.4,6.5,64,15607.2,4602.2,1363.0,1,0
BGH-127,1185.5,1329.0,15.2,1086.5,3,293.4,79.2,16505.4,12,78.5,3188.3,4.0,100,15438.8,4749.4,994.3,0,0
BGH-110,1167.6,1444.7,15.4,1067.8,2,304.3,74.3,14954.0,10,153.0,308.2,6.8,100,15921.0,5027.7,1637.5,0,0
BGH-133,1241.6,1546.0,14.6,1166.5,3,316.0,72.2,17204.3,8,104.4,1274.6,5.2,64,15647.6,4866.3,1711.7,0,0
BGH-107,1160.6,1346.0,15.6,1121.7,1,314.1,71.3,16897.7,12,116.5,865.9,5.1,64,14702.0,4579.6,1648.8,0,0
BGH-121,1163.1,1637.7,14.2,1101.5,2,315.8,73.6,13500.2,7,100.6,1446.5,7.4,64,15593.3,4762.5,1911.4,0,0
BGH-107,1198.8,1316.5,14.5,1044.7,2,252.2,81.0,15269.3,6,46.1,12378.1,5.3,74,16257.5,5083.2,817.4,1,0
BGH-148,1093.5,1119.8,15.1,1171.6,5,299.8,82.6,17195.5,12,63.2,5856.0,3.6,64,15423.8,4862.6,975.9,0,0
BGH-114,1127.5,1606.4,15.0,1104.7,3,265.8,82.9,14034.4,8,102.4,1361.9,4.3,100,15698.1,4598.0,690.2,0,0
BGH-116,1184.2,1629.5,15.9,1100.0,1,263.1,74.1,15480.3,13,69.3,4565.6,4.5,54,16166.9,4915.0,637.3,0,0
BGH-122,1223.8,1708.9,15.7,1127.1,2,306.0,79.9,13196.3,7,47.0,11876.3,7.3,86,15897.9,4917.1,1815.3,1,0
BGH-123,1159.9,1101.6,16.6,1101.1,5,279.2,73.5,14549.0,13,158.1,270.5,4.2,64,15097.8,4747.4,653.1,0,0
BGH-144,1190.1,1366.9,15.6,1173.7,2,314.2,79.3,14483.9,10,177.4,169.6,4.9,64,14704.9,4987.5,1357.9,0,0
BGH-118,1119.3,1449.8,15.7,1150.6,3,253.0,83.3,16254.4,9,151.0,324.6,6.4,64,16789.7,4850.2,962.9,0,0
BGH-104,1246.6,1851.4,14.6,1071.9,4,306.2,70.6,14233.0,6,159.5,261.1,4.2,54,15167.9,4941.7,1087.5,0,0
BGH-131,1211.0,1468.2,14.6,1104.3,1,259.6,84.8,15431.0,10,73.9,3806.3,6.2,64,15657.9,5079.5,964.8,0,0
BGH-143,1215.4,1230.7,15.6,1070.7,4,262.4,82.4,15762.3,8,174.5,181.4,3.9,64,15491.6,4943.3,657.9,0,0
BGH-100,1224.4,1559.3,15.6,1194.5,3,283.4,81.4,13421.9,9,67.6,4889.2,4.1,64,16101.2,4902.1,802.6,0,0
BGH-122,1203.9,1761.9,15.7,1063.9,4,277.7,80.4,14195.0,10,173.2,187.1,7.4,54,15741.2,4873.1,1523.1,0,1
BGH-136,1175.8,1719.3,16.5,1094.0,3,284.0,81.6,15926.1,11,179.3,162.3,4.7,86,15480.1,4938.8,1003.8,0,0
BGH-107,1256.5,1612.4,14.6,1118.2,3,315.8,84.9,18677.0,8,139.6,440.9,6.3,100,15207.5,4984.0,2251.2,0,0
BGH-112,1207.8,1552.5,16.9,1125.3,5,296.0,81.6,12485.5,12,177.4,169.6,6.8,54,15152.4,4853.1,1286.4,0,0
BGH-107,1191.7,1046.4,14.3,1133.7,4,270.3,75.3,16050.7,9,119.7,784.9,4.6,64,14635.7,5185.0,915.3,0,0
BGH-122,1199.6,1505.1,15.8,1140.0,2,262.1,79.2,17428.2,11,76.3,3468.2,4.6,74,15613.0,4678.3,928.6,0,0
BGH-142,1198.5,1535.6,14.5,1134.6,3,279.4,75.1,15191.2,10,101.2,1417.7,6.5,54,15163.8,5028.1,1388.8,0,0
BGH-100,1191.2,1468.0,16.1,1078.4,4,281.6,84.6,13193.7,9,123.1,708.3,5.7,64,15425.6,4768.0,990.4,0,0
BGH-144,1222.3,1641.4,14.3,1072.7,2,292.1,83.5,14895.1,11,50.2,10270.3,4.6,64,15235.1,4910.3,990.6,1,0
BGH-123,1153.2,1464.8,13.3,1101.9,1,268.6,78.5,13065.5,8,127.1,629.1,6.4,100,15937.6,5086.9,1130.0,0,1
BGH-134,1156.9,1426.3,15.6,1072.4,2,303.7,81.7,13994.4,11,177.4,169.6,6.9,54,14293.2,4982.4,1404.2,0,0
BGH-123,1228.0,1707.8,15.4,1067.1,4,256.9,83.6,15770.7,7,66.6,5091.8,4.1,54,16469.1,4883.7,595.6,0,0
